,Actual value,Predicted value
2924,1,-0.42980768983854434
5658,5,3.214813021198295
3766,0,1.7940284054667943
198,0,-0.45104258713819556
3164,0,2.1878368847631604
3219,1,1.381093393858464
1242,6,0.6421975613434894
3042,0,1.1210903787749182
4895,1,1.4109064366336197
3876,0,1.8442416914582256
3808,0,1.4958982052733227
4314,0,1.5993110847561383
3842,2,1.5407275587235212
2325,2,6.499215039130499
1552,0,0.006254840920659088
5955,0,1.51055531738003
1403,0,0.1358523155449496
2090,0,0.5204558712188923
5294,1,1.8232311993701238
5946,0,1.514175945938078
4248,0,1.728015206756977
1928,0,-0.0864157146033322
1340,8,10.98667115300409
2823,0,0.2925514902431927
5390,2,2.112361467040712
5825,2,2.287105199277822
806,0,0.5561601777182554
913,2,0.5314368148858186
3236,1,1.620001189941969
872,0,0.2635086503774504
3606,0,1.9498220985952868
4850,0,1.1163448085456333
4158,2,1.7247451404679754
3529,1,7.847978747988931
4923,1,1.3847873535238078
5050,0,1.8644599825403594
5481,2,1.7192015060515207
1070,0,0.26270846075281007
831,1,0.035372083622747574
5937,0,1.7636662710965059
5176,1,1.8421635301636643
5387,0,2.391707269823547
719,4,0.5306132442774816
749,0,0.3028431985098532
5528,5,3.6793100599393096
4114,1,1.5212775247545638
4943,10,7.118407092234996
1114,3,0.24561798563474824
1824,37,10.620235694852502
2152,0,-0.02470493043132649
1842,1,-0.05087639290349211
4924,1,1.4059628875461243
2608,4,2.9976940982751827
2175,1,0.3042850455152246
5749,0,1.8065535065165381
4271,0,1.5104505586553216
1794,1,-0.05087639290349211
1451,0,0.05858349423374554
5788,0,1.8558715611136396
2134,2,5.668749848176735
2519,5,7.0575974672900195
1304,0,0.022534346740325173
3356,1,1.835411147096206
3568,0,1.8361514420841445
5166,3,2.3454965260334237
3046,1,1.6198440518549067
3699,2,1.9106097689750445
525,0,-0.4474673540275207
4286,0,1.470318250137033
251,0,-0.34397522224116495
3612,0,1.8356730439079767
4398,0,1.7703557989291392
2018,0,0.40385007253653127
5634,0,1.724232354076273
5257,0,1.9001494584122813
3584,0,4.721071333920173
5497,2,1.7623323433352205
1647,0,-0.0830325391546225
1848,3,7.069298927864352
368,8,12.533405318585368
2753,0,-0.4510809986705886
2329,1,0.40534463034236934
5328,0,2.092774773676471
3235,0,1.10603518351432
5652,4,2.255651467841605
2713,2,0.5438038874141911
4751,24,16.25256508984002
5972,0,1.51055531738003
4423,0,1.4785702770459226
1216,0,0.261123643411592
2053,0,-0.04398782349391306
3741,0,1.6559700691584505
3410,0,1.8561466944747478
2745,0,-0.18194034688713456
506,0,-0.2027080999090487
3481,1,2.110043338626536
4615,0,1.1246062486082584
3602,1,2.110462373525369
610,3,11.588993581013964
5424,1,1.9339225809026646
1757,0,-0.003163347303583919
4626,1,1.8447686836273283
4813,37,26.68068852318018
3697,1,1.8659644848593002
3841,0,1.9398725917733195
3536,1,4.124097018344125
1912,0,-0.047329095452739445
1796,0,-0.08684173341714585
975,0,0.9889929048549009
793,0,-0.8866711272669536
2401,0,-0.39696066736370694
130,0,-0.2528862959021847
1988,2,6.46581446573601
4502,0,1.1210764109449571
1281,1,0.40471956995160996
3715,1,1.4813982312536784
4205,0,1.5177302273038111
385,0,5.709973154395544
5638,21,8.687659388740604
5268,0,1.8360920788068098
5421,1,1.5175661053017682
4965,2,1.6193900973811708
2209,4,2.876724158392766
4760,1,1.6697716049347027
5988,0,1.5034607224785246
4049,1,1.9811820317932982
2007,0,0.19814600995123932
3417,0,2.2560656910082644
3061,0,1.6483621097605377
3903,1,1.7663056595997872
4029,0,1.961222534138249
5145,0,2.3289199000258005
3950,0,1.9674067908535275
2909,1,6.7511214494970915
462,0,-0.3522106245232546
4061,0,1.4787099553455336
1313,0,-0.06510050228140463
3616,0,1.8331658184299586
5617,0,1.7281199654816852
5143,8,4.573369046184338
2332,0,-0.09347189797244404
4955,0,1.3774762572579053
4154,1,1.5212775247545638
889,0,0.6175462098436659
2184,0,2.1367923855012254
3104,0,1.1566087487298167
1914,0,-0.054423690354244325
2523,0,-0.4551910326366433
360,4,4.295506507433998
95,0,-0.19442973141834008
1711,0,-0.10510064777443029
1992,0,0.39680330232115457
3683,0,1.8362317571064208
3316,0,1.8377013398504598
936,1,2.26109638400837
1668,1,4.548390206996626
1882,0,-0.09760637564093066
3643,0,1.8067701117609634
2422,0,-0.9191531111976272
4240,0,1.4999658043901265
4347,0,1.7240308832605722
5542,0,2.0732897936672954
2330,3,5.994754655585268
1791,1,-0.05087639290349211
2628,2,1.8401604541008445
3703,60,31.74715958583821
584,0,-0.25621709198854004
4915,1,1.3378231249417447
3178,0,1.6080436076418376
4038,0,1.4764541508068154
1196,0,0.27267534259070825
535,0,-0.49330574864300436
3657,0,2.1363727172117244
3900,342,137.14120655950953
652,2,0.5295656570303988
2417,0,-0.4317946136505113
4970,9,3.9094131036550905
3928,0,1.7454688454540275
3012,0,1.1671633421448173
2452,0,-0.45791825143654874
2586,0,-0.2069333684722825
406,8,0.7839252906262093
4494,0,1.7261016140523058
776,0,0.43525040863699616
603,1,1.2459781097493954
5997,1,1.485896707661805
4933,66,59.795001255452085
2364,0,5.469939277678868
5047,0,1.836284136468775
152,0,5.763674205308515
5893,0,1.9776940976198802
1234,0,-0.16378595399663887
3358,0,2.06749347567155
5818,0,1.5592779175675964
3531,0,1.899450004195491
2388,1,-0.19981379850897762
145,0,0.5435734182198328
5184,0,1.8534758783540548
273,0,-0.3700558938185834
878,13,13.217230603348282
5088,0,1.8743999914370715
4126,0,1.4592807038696387
1061,0,0.4982957090643465
2801,1,-0.34816746910888297
3447,0,1.9072545291862575
532,0,-0.4520936663427686
1346,0,-0.09459630828431287
2260,0,0.19857901268003353
4552,9,4.9016798376743065
394,0,-0.49363110829216716
5120,1,2.089297315375524
291,0,-0.6364694769455026
2991,0,0.11048314049806685
2855,0,0.7311059416282966
1939,1,0.16662190800584842
5976,2,2.2266606291547673
1138,0,0.28893685726355534
288,0,-0.44904921077061566
248,0,-0.42031465150058755
4032,0,1.4987140895305044
2394,0,-0.42349529341486125
3126,0,1.2685753299857043
3638,0,1.817412004113221
1155,0,0.5509654543580531
1679,48,33.83640568139353
2353,2,0.07526089198533281
131,0,-0.22450791629616473
2635,1,-0.4279993872179493
1581,26,15.254416355196325
450,1,-0.19473702367748436
1379,0,-0.09128995590038924
2276,1,0.6526350222819239
3149,1,1.7420546889757524
3396,0,1.836298104298736
1191,0,0.29901654445987846
225,1,-0.18483193435567524
1827,7,6.490840901566147
4028,1,2.422730988626955
4317,0,1.5993110847561383
2925,0,-0.4565808317177731
4670,0,1.2417264277604256
3597,0,1.8319610930958135
908,0,0.2637146758693767
3818,0,1.477690303758373
2387,0,6.208116721390271
5560,0,1.987114582876501
5840,0,1.5106286484873257
2274,0,-0.0596307303316137
562,0,-0.41310315168060097
4610,0,1.3678368033719495
5152,2,1.8812461259973992
2362,56,43.282008900746874
5823,0,1.676820851134171
3778,0,1.5109937099457014
2856,0,-0.4657507120872375
5027,1,2.1691671136576156
3088,0,1.1312573649084983
414,0,-0.4263197556651266
2471,0,-0.4526419036687419
4179,1,1.4764541508068154
823,0,0.3342765095604965
5226,0,2.445203072099037
2696,1,-0.20465312023113236
2120,0,-0.07715314545973362
247,0,0.041973799785269605
3591,0,1.9342710453710694
5766,1,3.1102257241453195
1770,1,-0.05087639290349211
2168,4,5.102682630722841
5471,13,3.53490867761583
75,0,-0.18068052825910486
3198,1,2.3625567894287265
5728,6,2.7120645487494306
2717,0,-0.45226128030230184
5107,0,2.0943813207885897
577,0,5.91494673312811
5489,0,1.6701976704938533
4386,0,1.4888420219042109
4665,1,1.6198440518549067
405,0,-0.20449947410156022
436,0,0.033341680869307666
3420,0,2.09640937006448
3535,0,2.5338540807504373
1692,0,0.20999985821921463
1273,0,5.942344717539849
5291,1,2.8659057253899993
3870,1,1.7460289251724905
4927,0,1.3984390285399075
2914,9,9.158610090876609
5290,0,1.8348454499827813
4052,0,1.4858045502470385
2378,0,-0.17589683119020272
4368,28,7.950656001663386
1320,1,1.1367807744613527
2568,0,-0.38058900412927454
1856,5,2.3985633937935855
1919,0,-0.09351030950483707
2614,0,-0.23758577132192404
1345,0,0.15865432373177502
2725,2,0.0330623242700856
2668,2,6.154030323182756
5849,0,1.4822363010513446
3313,0,1.8379632366622305
862,0,0.2632642133531311
5486,1,1.7370403227912368
2298,1,5.799051803575691
5375,0,1.8504977699742176
3981,0,1.5990875994767606
2548,0,0.7727072252880562
3132,0,1.1207027714934976
5948,8,3.4640828216754684
2217,0,-0.09730257533927666
5164,24,5.57133034681805
2969,9,-10.01082014057633
3914,2,8.462584248691801
2238,1,-0.023255768072862004
3399,2,1.582254216276548
5990,0,1.7385558323420165
1570,3,5.99186025124929
1270,0,0.20618639397324134
135,0,-0.17839304943638212
94,0,-0.38408043026018257
4768,1,1.5195462451200097
2813,0,-0.26086701284556835
1054,1,0.74797323340723
1655,0,0.15579843386409653
108,1,-0.17687186535594956
3800,8,3.7238609849596163
4655,0,1.1211078385623696
5954,0,1.6909017902549826
5523,1,1.9808328360442706
960,0,1.2184385588584936
1159,0,0.529681669653538
3819,0,1.477690303758373
5314,0,2.0875303848854445
5388,0,1.8336826281385195
407,0,-0.45195748000064784
3345,0,1.8930513715532857
39,0,-0.23217170026858458
5752,0,2.23597286372919
3786,25,10.452712148707771
151,4,5.138842241387474
4832,0,1.319309525245754
3298,0,2.204431348741684
2057,7,2.8703392660224383
523,0,-0.415803573782519
2714,0,-0.4510914745430594
4144,0,1.608374080963423
5981,0,1.8274966734651095
4524,1,1.9567919142290204
2756,0,1.7820111818761446
4661,9,5.103280318849157
2631,1,6.470751305901464
1653,1,-0.09344396231252183
2178,0,0.00859657787661483
4027,0,1.763631351521603
971,0,0.36021993207705894
5669,0,1.5495371778059144
4591,2,1.3666068563094127
4944,0,1.1205526173214158
4590,1,7.532946204235246
80,5,0.7806288827553889
4991,1,2.3639884919997396
2219,0,0.9364397700870652
2314,1,-0.08993158443667193
5512,0,1.8521778481148874
2420,0,-0.2029560288908583
3028,0,1.1312573649084983
5856,0,1.4854797982004428
3158,1,1.119822798205948
3974,0,1.4889312187208548
209,0,-0.4548872323349893
3851,0,1.4815553693407408
5429,0,1.734903776166556
5341,13,9.813102369197614
3165,1,1.3706016556782883
5628,1,1.4690372330974695
5508,9,3.1426272759593123
5506,3,1.4823494102110524
3053,0,1.3704270578037745
3445,7,9.15634491657361
2555,4,1.0314797048150055
5492,1,1.5477517248096477
313,0,-0.06456176288068716
4142,74,24.807421311671334
5293,0,2.0843252992687384
2720,0,-0.4496393515864723
272,0,-0.37623263525951356
4773,1,1.6272040355256725
245,0,-0.42856857628886424
5779,0,1.5168153344413589
2594,8,12.171232275021255
1812,1,5.833921959714218
2475,0,0.2934545407131548
3008,5,2.3598889339061557
1098,1,0.4988460718277903
4162,2,1.7983675229986806
1616,0,0.9324277956235139
1026,1,0.6029648580830091
3850,1,2.005122664788545
2592,0,-0.6797972303686772
2432,0,0.051335206457331584
1621,2,8.088173030547958
5303,0,1.8358441498250002
344,0,-0.43384036938044535
2936,3,1.2672933990040418
4339,0,1.485811534162019
2695,0,-0.30178425288171695
5097,0,2.272429838968349
3326,0,1.8376105489557126
1673,2,1.7659850225119946
2773,0,-0.14977372476353312
2061,0,-0.09368141542186059
5121,2,3.618032248998235
5925,1,1.459081662292693
4225,0,1.5309451609670344
5828,0,1.4928921612335633
758,1,0.4699675833832089
1828,0,-0.05087639290349211
2542,1,-0.45201335132049225
509,0,-0.341905022808799
2819,0,-0.47014845308751396
4285,1,1.7850491971307685
4341,3,2.2271460112459156
454,0,-0.14561611277794229
782,0,0.5242554524064245
2357,0,-0.45408059015473556
1365,3,2.0455828538366965
278,0,0.5412931699786827
1839,1,0.390360109392228
842,0,0.4895079890047338
3389,1,2.145142673682602
4062,0,1.967361395406154
3863,0,1.4853366279433415
3938,0,1.5137150075493615
227,0,-0.3881235856745542
1631,4,2.587113139550455
2702,7,7.213963393396394
156,0,-0.33370992993848936
309,10,0.04596806779477758
2727,1,0.2919180794174334
979,2,7.831155364125658
2473,0,-0.44763496798705393
2951,1,-1.3175631841138682
3835,0,1.7589359780825102
3128,0,1.2551857984479677
3350,2,2.688653088825248
4607,0,1.1359110815243003
305,0,-0.41554516892823856
1830,0,-0.05087639290349211
2365,0,-0.4606140426190417
1575,0,0.1552397206656524
5835,0,1.4964394586843155
5318,3,2.3523028825413395
3972,0,2.2242057830391033
4478,0,1.5353898914927875
3854,2,1.7602181149755003
5756,0,1.5071023027815147
1590,0,-0.08326999226396126
5181,0,2.0626297102469637
1238,1,0.19681208218995394
3063,0,1.6349645315890848
2368,0,-0.18430381361399206
356,0,-0.4528723728631001
5194,0,1.8847310995726945
167,0,-0.46539240698575823
5683,2,11.545002684673358
5009,0,1.8468631735862076
1845,5,2.4046294553135628
707,3,4.018378779642221
4217,0,1.4928991451485438
4010,0,1.4779591844851243
4882,1,1.4272187365907172
2896,6,3.2716979650153473
5261,0,1.834272768954376
4239,0,1.4786436081532184
5237,0,1.8859672525242521
3333,1,2.703631992380428
3946,0,1.7277323582002646
4308,0,1.7281339333116463
1254,0,-0.09028078018569952
1934,0,0.15598001565359088
4802,0,1.5822844428201166
682,13,1.5030335326666648
1016,0,1.0084492568300663
5460,175,68.68896829183039
283,0,-0.45156288880424666
1269,4,11.326990784442083
4326,5,3.520086380788344
2708,0,5.183374443036217
4209,1,2.2270936318835615
4700,1,1.3705492763159342
1071,0,0.26414069468319035
3252,1,1.1489309969274357
4330,0,1.4978147585761166
2864,0,-0.4445816306205339
5475,0,1.538720687579143
4792,0,1.3764748434841563
28,0,-0.4556345112379083
4108,1,1.4821874136464808
4096,0,1.4787099553455336
3243,0,1.1187542592139237
1181,0,0.2625134424927218
2877,0,-0.2128807034375899
803,6,1.781682310471464
3968,0,1.466715081366436
2796,7,3.994069518848942
3748,1,1.4857905824170774
5934,0,1.5425089300967243
357,0,-0.3599617074329313
799,40,25.500442703204968
2196,0,-0.04744136945179589
5013,0,2.706235929949438
3360,0,1.8822244054540436
5798,0,1.7275368085808092
1044,0,0.2579564379679118
5148,2,1.8743790396921298
2723,0,-0.4450863703785204
5742,0,2.0060270817785266
4204,0,1.9444981260626069
674,0,0.5190677129612027
1396,0,-0.04257062011222912
3125,0,1.1414716443688389
1040,1,0.26079274261066754
3524,0,1.8398104821745864
5926,11,3.962575129303053
783,0,0.5020393150520057
4194,0,1.8988506501471543
5590,1,1.7913675147506964
3181,0,1.1566087487298167
5115,1,1.84274319510705
2285,0,5.83106606984654
3751,0,1.5105483334650494
41,3,6.003568820304349
3058,2,1.6200710290917746
3789,2,1.9684019987382562
3392,0,1.8243800533844245
1894,8,11.301065150289501
184,0,-0.27559882257959023
4054,0,1.7282002805039616
1836,0,-0.05087639290349211
4934,0,1.1113967047819124
4623,0,1.1208773693680114
879,0,0.26336198816285883
1169,0,0.5261343722027854
402,1,5.118850793936923
819,0,0.5248020956542945
1180,2,0.7571431137766944
967,1,0.23906008946801016
656,0,0.24151281014620274
5188,0,1.8359274254453997
4424,2,1.967015160255249
5714,2,1.9954305848736427
5521,0,1.474798431597057
2038,3,1.3954280748780197
3103,2,1.6149099159211469
3688,0,2.377277134953708
5518,0,1.5530181280643514
132,0,-0.2528862959021847
5539,0,1.4768836615781193
4979,1,1.8993013125846545
644,1,5.094072222660866
892,0,0.4742124371713654
3539,5,3.330799176963602
2772,0,-0.1519250172441351
1672,0,-0.0945334530494879
1901,0,-0.09346491405746349
5886,0,1.728168852886549
5603,0,1.492913112978505
2892,0,-0.44818320531302724
359,0,-0.435864338204786
4910,1,1.651867503721407
3174,0,1.1424020991393555
4498,0,1.1592306774456462
4228,0,1.510569285209991
2677,0,-0.4297727702636416
72,0,-0.46257454860599045
1103,13,3.3408612505193407
3215,0,1.3688242493157379
3843,7,4.266322503469852
2116,2,2.158751712079466
5163,0,1.8429685782658147
3051,46,24.934256247071183
5030,2,2.0767058480249565
650,1,0.5502907285364698
3823,0,1.4491260914879165
2537,2,-0.1988046227942879
4421,11,4.48684969804328
4679,1,1.3664636860523114
3794,2,2.212729844206038
5685,1,1.9767442851825252
5060,0,2.5062049889005173
2629,0,-0.19218764804299093
2341,0,0.15634052243574104
3054,0,1.4723007620593376
1883,1,-0.09373781810107262
2059,0,0.009064500180311796
5168,2,2.61643902788186
4838,5,2.1267533435540766
1591,0,-0.08326999226396126
4745,1,1.371928068165225
5514,0,1.792016715042604
3565,0,1.81570117250107
1410,0,-0.23406266120717634
3589,2,2.5846398773468806
4592,2,1.6475380077928325
4680,0,3.610196980925342
5870,0,7.402903358334916
4263,1,1.571031846479865
1513,302,147.9431064576136
3575,0,1.8361095385942612
447,0,0.533069610089083
3626,1,2.08535542672837
1221,0,0.2665531059496038
3229,0,1.6499539110167358
3528,13,6.594266962582868
5783,1,1.661600471152794
1522,0,-0.09366395563440921
5193,1,2.155931474916043
4763,0,1.2318186816417773
1708,0,0.19680238434344277
216,1,3.3231493209462313
2071,0,0.05803176495028195
2502,1,-0.26663899101891
4328,22,7.657370778804047
5936,0,1.514175945938078
4258,0,1.4786051966208253
199,0,-0.4551910326366433
468,0,0.28298428563728883
403,1,0.03585589026230629
4112,1,1.7940632487984978
2992,0,-0.45461835160823805
1686,0,0.4706003589695724
2195,0,0.41182464072558567
569,1,-0.18036276012748975
4383,1,1.9776940976198802
2331,0,-0.11423993568713398
5717,0,1.5035480214157815
3321,0,1.8743790396921298
2975,0,-0.20202018428346435
2092,0,-0.08988269703180807
5039,0,1.84337523941279
5079,0,1.8242908565677807
5727,0,1.8639256282728267
4116,1,2.005122664788545
5894,6,3.9804991957857547
839,0,0.2842721334159144
4880,1,1.6767090617491451
479,0,-0.23464554311511177
3619,1,2.0854427256656267
4367,0,1.7018928783562677
524,0,-0.4202762399681945
4736,0,1.1312573649084983
2575,0,-0.22024174982709144
480,1,-0.19811321521121328
4644,1,1.1190475836431069
3337,0,1.8408368901186432
2406,0,0.8065725328300353
4078,2,1.9777827630771565
2010,0,0.40251910537336855
1417,0,-0.0936080843145648
1714,13,12.802007696018077
4226,5,15.22259118736263
4459,0,1.5353898914927875
2803,1,0.2940027780391281
1426,0,6.088357428038244
1805,0,-0.09456138870941011
717,0,0.7771638725884653
2446,0,-0.39973275025161814
4293,0,1.4963800954069808
104,1,-0.4134542453090153
2766,1,5.698199791573238
5830,1,1.7460289251724905
528,1,-0.5037284828340258
4006,1,1.9950150419322998
2230,1,5.823184721790987
2558,0,-0.39832549138303697
4024,1,1.8734020228754753
5196,0,1.8599000174174263
3357,0,2.079217874845793
1537,0,-0.07567308684322427
5351,3,3.0836065598337754
2774,1,-0.1701119670141431
5068,1,2.056030271526317
4092,1,1.7282002805039616
4218,2,2.4838580082955177
1141,0,0.26108523187919896
3188,0,1.1207621347708323
533,0,-0.4229784837063004
4899,0,1.1205700771088671
3284,0,2.077203546733272
5240,0,1.854414683559571
502,0,-0.4302441845248288
3999,0,1.4889312187208548
3909,0,1.486401143618508
5265,0,1.834272768954376
1175,0,0.5119451823997752
2242,4,3.861865647919025
2931,0,-0.45419582475191467
5127,1,1.8342518172094344
3004,0,1.15300557995922
60,1,-0.10974421995587447
476,0,-0.45108449062807887
5789,0,1.4998435858779668
2186,0,0.1506966839708035
2363,0,-0.14959912688901933
3256,0,1.6197183413852567
2302,0,-0.0906020402748049
141,0,-0.2067714290424021
5017,1,2.1779762596868455
2609,1,-0.22257035411373782
4647,0,1.1415186338943157
2518,1,-0.5202915961278562
3996,2,1.97398859936333
813,0,0.4419058520553776
4121,1,1.5212775247545638
4696,4,8.188137979973003
5287,0,1.836308580171207
4825,118,53.952833949915664
5331,2,2.0891995405657964
2832,6,2.7371971231074053
4669,0,1.3708246095982979
1052,0,0.7225137513901116
1808,0,0.5919196926612385
4887,0,1.071950945369189
3427,1,1.8573618956813638
1324,1,0.6791221274482329
5746,0,2.2624293573302303
418,3,0.7881470672319528
168,0,-0.4523974666444226
1496,3,1.1399769782836904
240,0,-0.20248112267218077
1880,28,7.887843444644503
1412,0,-0.09354872103723011
336,0,-0.3480608125047877
1968,1,0.17709269444108244
4889,51,38.53443651385339
3048,0,1.3682271245849007
1666,0,6.315132569722428
4097,0,2.34313747207658
772,0,0.2631350109259909
5574,0,1.8544231767811348
3762,0,1.8085414930472403
1404,0,6.010801052179217
2782,0,-0.452655871498703
125,0,-0.2706227831559471
3886,0,1.49636961953451
1113,0,0.4860246095075418
4662,0,1.1685405399160054
614,0,0.6508100846451739
1840,0,-0.08718394525119288
1056,0,0.25816246345983807
5061,17,5.634955786413463
2908,0,-0.43273045825790524
3208,1,1.3698962802652526
963,4,5.011050523595618
5160,0,2.184173668179942
1137,5,7.3501727190013675
2411,1,0.34271216931418547
2166,1,0.40552970408935396
5059,0,1.8357358991428017
5684,1,1.4785912287908642
5850,0,1.7480531406634237
5154,0,1.8743790396921298
4427,0,1.7882300857116338
300,1,4.94261959546748
4301,0,2.1015878582510394
1076,0,0.2628277186668466
1586,0,-0.05845986185363561
3834,4,2.512236387901538
5593,0,1.4644648942226794
3888,0,1.8275176252100511
2155,0,0.06328600407421825
2709,1,-0.44926571213501276
866,0,0.2641302188107195
5285,0,3.844409781753204
1267,5,6.802271764631675
3726,2,8.427111274184277
4757,0,1.1778052344970749
4596,1,1.1171165311509843
2208,1,0.10223423520201957
4377,0,1.4888420219042109
4878,22,6.3454733604622255
2054,6,1.146252025893716
5657,0,1.4756504692246843
4098,0,1.482152494071578
942,0,0.26399752442608904
3368,0,1.8397685786847031
3441,0,2.2109462786998035
3905,0,2.2537714281918166
4798,1,1.6193546464469004
3408,0,1.8363015962562264
5482,2,1.4819325007496906
5012,0,2.147485245799209
4188,1,1.7335069931704457
1519,0,-0.11092174091072016
1641,15,10.100250920231636
4095,4,1.735387032820233
2781,0,-0.17831273441410578
3517,0,1.835802246335117
4604,0,1.2945058473910414
2985,0,-0.4510216353932539
1117,10,2.0081420370195886
1837,1,-0.05087639290349211
5443,100,28.929576214780603
5139,0,1.839373987488302
3856,0,1.507056907334141
1188,4,14.83236780807353
53,1,-0.20232398458511835
