,tweed_id,hashtag,time_in_day,tweet_length,is_user_verified,user_followers,user_followers_group,tweet_likes,tweet_has_media_attached,is_popular,retweet_count
1496,1408119234941505539,1,2,140,0,4022,2,5,0,0,3
1497,1408119217560469508,1,2,67,0,214,1,3,1,0,0
1498,1408119091743838210,1,2,134,0,222,1,1,0,0,1
1499,1408119004594573319,1,2,140,0,6295,3,10,0,0,4
1500,1408118878752890884,1,2,139,0,103,1,6,0,0,4
1501,1408118745474682887,1,2,140,0,22,1,0,0,0,1
1502,1408118727300685825,1,2,136,0,138,1,0,0,0,0
1503,1408118437075951620,1,2,109,0,1689,2,0,1,0,0
1504,1408118344033570819,1,2,137,0,138,1,0,0,0,0
1505,1408118282733895689,1,2,140,1,121216,3,1,0,0,0
1506,1408118255374553088,1,2,140,0,2651,2,1,0,0,1
1507,1408118132892475393,1,2,135,0,1641,2,3,1,0,0
1508,1408118029016350733,1,2,140,1,22737,3,1,0,0,1
1509,1408118006144659456,1,2,139,0,138,1,0,0,0,0
1510,1408117986649575424,1,2,135,0,1361,2,1,1,0,1
1511,1408117952679981060,1,2,139,0,1057,2,0,0,0,0
1512,1408117899370319877,1,2,140,1,528816,3,8,0,0,0
1513,1408117678703890437,1,2,65,1,35933,3,569,0,1,302
1514,1408117654129364999,1,2,124,0,11847,3,1,0,0,0
1515,1408117560004988941,1,2,140,0,1,1,0,0,0,0
1516,1408117414315839489,1,2,94,0,1497,2,0,1,0,0
1517,1408117223877537794,1,2,133,0,6950,3,0,0,0,0
1518,1408117095196463111,1,2,140,0,33014,3,0,0,0,1
1519,1408116985477619712,1,2,139,0,6025,3,0,0,0,0
1520,1408116826953773056,1,2,87,0,329,1,0,0,0,0
1521,1408116544421482498,1,2,140,0,1520,2,0,0,0,0
1522,1408116524951511045,1,2,140,0,67,1,0,0,0,0
1523,1408116098332086272,1,2,68,0,2046,2,0,0,0,1
1524,1408115979838791689,1,2,96,0,8511,3,3,0,0,0
1525,1408115956954677251,1,2,128,1,35853,3,3,0,0,1
1526,1408115943948046338,1,2,72,0,10,1,0,1,0,0
1527,1408115932342411268,1,2,140,1,528816,3,19,0,0,7
1528,1408115675906854917,1,2,140,1,121216,3,12,0,0,3
1529,1408115531501256710,1,2,144,0,194,1,0,0,0,0
1530,1408115481559584775,1,2,100,0,17446,3,1,0,0,1
1531,1408115205393977348,1,2,140,0,65517,3,1,0,0,0
1532,1408115203582083080,1,2,140,0,5625,3,8,0,0,4
1533,1408115203431092228,1,2,92,0,21845,3,2,0,0,3
1534,1408115202621689859,1,2,139,0,4129,2,21,0,1,12
1535,1408115020592992256,1,2,96,0,17446,3,3,0,0,2
1536,1408115010388348932,1,2,140,0,5264,3,6,0,0,6
1537,1408114732821889024,1,2,134,0,1010,2,0,0,0,0
1538,1408114554819670023,1,2,129,0,4022,2,1,0,0,0
1539,1408114028875026441,1,2,77,0,934,1,0,0,0,0
1540,1408113683729879040,1,2,60,0,11847,3,3,0,0,1
1541,1408113464594345986,1,2,135,0,444,1,2,0,0,0
1542,1408113305735110656,1,2,51,0,10,1,0,1,0,0
1543,1408113302522171395,1,2,140,0,1196,2,1,0,0,0
1544,1408113198365085697,1,2,140,0,2475,2,2,0,0,3
1545,1408113098834198532,1,2,134,0,661,1,1,0,0,0
1546,1408113034992799744,1,2,140,0,1196,2,2,0,0,3
1547,1408112947591798788,1,2,121,0,53690,3,7,0,0,8
1548,1408112940868321286,1,2,139,1,658432,3,6,0,0,3
1549,1408112853169623040,1,2,140,0,273,1,0,0,0,0
1550,1408112620645740545,1,2,138,0,129,1,0,0,0,0
1551,1408112503331209218,1,2,140,0,180,1,5,0,0,1
1552,1408112408321736715,1,2,107,0,4976,2,0,0,0,0
1553,1408112239828160520,1,2,99,0,237,1,0,0,0,0
1554,1408112120491696130,1,2,135,0,138,1,1,0,0,1
1555,1408112028347158531,1,2,41,0,111,1,0,0,0,0
1556,1408111983614906368,1,2,144,0,141,1,5,0,0,2
1557,1408111541736468483,1,2,140,1,7541,3,1,0,0,2
1558,1408111519502684175,1,2,140,0,10,1,0,0,0,0
1559,1408111370030260233,1,2,134,0,11726,3,2,0,0,2
1560,1408111362149060614,1,2,140,0,199,1,0,0,0,1
1561,1408111286974521344,1,2,135,0,138,1,1,0,0,0
1562,1408111175267622924,1,2,135,0,220,1,1,0,0,7
1563,1408111117562527753,1,2,140,0,273,1,0,0,0,0
1564,1408110883021025281,1,2,136,0,138,1,0,0,0,0
1565,1408110847923212293,1,2,140,0,273,1,0,0,0,0
1566,1408110734106451969,1,2,130,0,138,1,0,0,0,0
1567,1408110726070276096,1,2,139,0,287,1,0,0,0,0
1568,1408110623494443009,1,2,140,0,273,1,0,0,0,0
